id,name,polarity,subjectivity
1255488852178984965,other,0.0,0.0
1255488850958434307,other,0.0,0.0
1255488850723471368,other,0.0,0.0
1255488847863066626,other,0.0,0.05
1255488847103823878,other,0.0,0.0
1255488847036678145,other,0.0666666666666667,0.183333333333333
1255488841554722817,other,0.0,0.0
1255488840950861831,other,0.0,0.0
1255488839512178690,other,0.0,0.0
1255488838488723457,other,0.0,0.0
1255488837809319942,other,0.0,0.0
1255488837377277953,other,0.0,0.125
1255488835988963339,other,0.0,0.0
1255488834793504770,other,0.0,0.0
1255488833749168128,other,0.0,0.183333333333333
1255488833535258631,other,0.0,0.0
1255488833359155203,other,0.0,0.0
1255488832981458944,other,0.0,0.0
1255488832797052934,other,0.0,0.125
1255488832499331072,other,0.0,0.0
1255488832360853506,other,0.0,0.0
1255488830523805698,other,0.0,0.133333333333333
1255488828271464450,other,0.0,0.0
1255488826895732737,other,0.0,0.0
1255488826870554630,other,0.0,0.0
1255488825897504768,other,-0.4,0.1
1255488821497602048,other,0.0,0.0
1255488821485096960,other,0.0,0.0
1255488821086519299,other,0.0,0.0
1255488820704882693,other,0.0,0.0
1255488819157176321,other,0.0,0.0
1255488819136266240,other,0.0666666666666667,0.183333333333333
1255488818821705729,other,0.0,0.0
1255488818393706496,other,0.0,0.0
1255488818330898432,other,0.0,0.0
1255488816636473344,other,0.0,0.0
1255488816548392962,other,0.0,0.0
1255488815231270913,other,0.0,0.0
1255488814497357824,other,0.0,0.0
1255488813868240896,other,0.0,0.0
1255488813125832706,other,0.0,0.0
1255488813096407044,other,0.0,0.0666666666666667
1255488811230015490,other,0.0,0.0
1255488810026258433,other,0.0,0.0
1255488808977653763,other,0.0,0.0
1255488808117833730,other,0.0,0.0
1255488807996133378,other,0.0,0.0
1255488807249612801,other,0.0,0.0
1255488806234607617,other,0.0,0.0
1255488804665819143,other,0.0,0.0
1255488804443631620,other,0.0,0.125
1255488804091199488,other,0.0,0.0
1255488803663482881,other,0.0,0.0
1255488802044461057,other,0.0,0.0
1255488800706486279,other,0.0,0.0
1255488800593190912,other,0.0,0.0
1255488799922151425,other,0.0,0.0
1255488798315753477,other,0.0,0.0
1255488798315683843,other,0.0,0.0
1255488798055677952,other,0.0,0.0
1255488797921476608,other,0.0,0.0
1255488795845279746,other,0.0,0.0
1255488795148984320,other,0.0,0.0
1255488794482089985,other,0.0,0.0
1255488794146615296,other,0.0,0.0
1255488793706139648,other,0.0,0.0
1255488793005756423,other,0.0,0.0
1255488790539440128,other,0.0,0.0
1255488789654450179,other,0.0,0.0666666666666667
1255488788870168578,other,0.1,0.175
1255488787263688706,other,0.0,0.0
1255488785665658895,other,0.0,0.1
1255488784281538560,other,0.0,0.0
1255488783656591361,other,0.0,0.0
1255488779550425090,other,0.0,0.0
1255488779525263361,other,0.0,0.0
1255488779395219456,other,0.0,0.0
1255488777163804672,other,0.0,0.0
1255488775079239685,other,0.0,0.0
1255488774483652612,other,0.0,0.0
1255488771866402819,other,0.0,0.0
1255488771706978306,other,0.0,0.0
1255488771262492675,other,0.0,0.0
1255488769798688772,other,-0.05,0.2
1255488768380997634,other,-0.4,0.1
1255488767865114626,other,0.0,0.0
1255488767781154817,other,0.0666666666666667,0.183333333333333
1255488767764430850,other,0.0,0.0
1255488764811644931,other,0.0,0.0
1255488763620405250,other,0.0,0.0
1255488762907365377,other,0.0,0.2
1255488762693529601,other,0.0,0.0
1255488761250660352,other,0.0,0.0
1255488760411762688,other,0.0,0.1
1255488759690399753,other,0.0,0.0
1255488755617738757,other,0.0,0.0
1255488755273736192,other,0.0,0.0
1255488755068264452,other,0.0,0.0
1255488753994534915,other,0.0,0.0
1255488752862060544,other,0.0,0.0
1255488751909974016,other,0.0,0.0
1255488750882369539,other,0.0,0.0
1255488750177734657,other,0.0,0.0
