id,name,polarity,subjectivity
1255498646168186882,other,0.133333333333333,0.233333333333333
1255498640547876865,other,0.0,0.5
1255498637507002381,other,0.1,0.4
1255498634034020352,other,0.35,0.35
1255498632075378691,other,0.3,0.2
1255498628766064640,other,0.0,0.5
1255498619551088642,other,0.291666666666667,0.416666666666667
1255498617852477440,other,-0.125,0.5
1255498613653979138,other,0.1,0.2
1255498602358673408,other,0.101010101010101,0.388888888888889
1255498600538411008,other,0.0,0.5
1255498587275960321,other,0.125,0.25
1255498583861792780,other,0.25,0.345833333333333
1255498575666176000,other,0.0,0.5
1255498574999293964,other,0.142857142857143,0.317857142857143
1255498573967429634,other,0.25,0.3
1255498571329273856,other,-0.0518518518518519,0.290740740740741
1255498570217795587,other,0.1,0.4
1255498568011599873,other,0.0,0.538461538461538
1255498548499619843,other,0.136363636363636,0.454545454545455
1255498514479669250,other,0.3,0.2
1255498513833656321,other,0.0121212121212121,0.318181818181818
1255498511493275649,other,0.136363636363636,0.454545454545455
1255498505818460163,other,-0.15,0.4
1255498504836919302,other,0.142857142857143,0.517857142857143
1255498504727822339,other,0.2,0.2
1255498492249804802,other,0.0,0.4
1255498470682697735,other,0.283333333333333,0.416666666666667
1255498470284288005,other,-0.2,0.3
1255498466480082945,other,0.15,0.225
1255498463648845827,other,0.2,0.5
1255498454928953345,other,0.25,0.3
1255498441708523532,other,0.0,0.357142857142857
1255498436792799238,other,0.25,0.3
1255498435765075970,other,0.25,0.5
1255498435677040640,other,0.25,0.333333333333333
1255498421550669825,other,-0.0285714285714286,0.434920634920635
1255498416328790019,other,0.136363636363636,0.454545454545455
1255498414881755137,other,0.0142857142857143,0.257142857142857
1255498407411662852,other,0.162121212121212,0.334848484848485
1255498403880095745,other,0.2,0.2
1255498402684637190,other,0.3,0.266666666666667
1255498394795233281,other,-0.15,0.4
1255498394774179841,other,0.2,0.2
1255498385026678789,other,-0.0645833333333334,0.51875
1255498384636628994,other,0.136363636363636,0.454545454545455
1255498380584775680,other,0.2,0.5
1255498370774380547,other,0.25,0.25
1255498356283052035,other,0.35,0.35
1255498335898742785,other,0.2,0.2
1255498333285765121,other,-0.075,0.466666666666667
1255498332119740416,other,-0.05,0.4
1255498329976430595,other,0.136363636363636,0.454545454545455
1255498321608785922,other,0.136363636363636,0.454545454545455
1255498315862618112,other,0.25,0.3
1255498314277105664,other,0.25,0.25
1255498313350230017,other,0.15,0.5
1255498295222456320,other,-0.102777777777778,0.481944444444444
1255498294803017729,other,0.136363636363636,0.454545454545455
1255498294668779529,other,0.266666666666667,0.541666666666667
1255498294131920896,other,0.0,0.333333333333333
1255498283922984960,other,0.25,0.25
1255498280726859783,other,-0.166666666666667,0.4
1255498278222864384,other,0.0,0.538461538461538
1255498276121595905,other,0.166666666666667,0.333333333333333
1255498270949982211,other,0.25,0.333333333333333
1255498242378399744,other,0.0681818181818182,0.227272727272727
1255498234711113736,other,0.0,0.3125
1255498229917024259,other,0.2,0.2
1255498213542543360,other,-0.166666666666667,0.433333333333333
1255498211541815297,other,0.1,0.2
1255498200586346499,other,0.25,0.3
1255498200414380034,other,0.34,0.42
1255498198262730753,other,0.0,0.5
1255498190230560768,other,0.136363636363636,0.5
1255498184748564482,other,0.0,0.5
1255498180915073025,other,0.0,0.333333333333333
1255498179749056518,other,0.0,0.5
1255498174325837826,other,0.275,0.391666666666667
1255498156957147148,other,0.1,0.295
1255498153501089796,other,0.0666666666666667,0.530952380952381
1255498152469291008,other,-0.2,0.4
1255498145846513672,other,0.05,0.425
1255498143065612288,other,0.2,0.3
1255498139148054528,other,0.25,0.475
1255498136321212417,other,0.0,0.25
1255498131913007104,other,0.1,0.2
1255498127429251074,other,0.25,0.333333333333333
1255498124761665536,other,0.3,0.5
1255498120819085317,other,0.28125,0.5
1255498117027434497,other,0.136363636363636,0.454545454545455
1255498109553123328,other,0.266666666666667,0.441666666666667
1255498107581870082,other,0.275,0.216666666666667
1255498103685353474,other,0.0,0.5
1255498101017792513,other,0.0,0.55
1255498100514439172,other,0.175,0.275
1255498099012796419,other,0.136363636363636,0.454545454545455
1255498095355408385,other,0.0,0.4
1255498090951454721,other,0.0,0.55
1255498069799559168,other,-0.155555555555556,0.288888888888889
1255498069023563776,other,-0.208994708994709,0.301058201058201
