id,name,polarity,subjectivity
1255488851293941762,other,0.35,0.45
1255488850014732292,other,0.214285714285714,0.357142857142857
1255488849842765825,other,0.35,0.45
1255488848592875520,other,0.136363636363636,0.5
1255488847238004739,other,0.5,0.341666666666667
1255488846772535297,other,0.35,0.45
1255488846403379203,other,0.35,0.35
1255488845568790539,other,0.318181818181818,0.55
1255488845300338694,other,0.136363636363636,0.5
1255488845287772161,other,0.15,0.45
1255488840057466880,other,-0.0104444444444445,0.545111111111111
1255488838170038276,other,0.00416666666666665,0.270833333333333
1255488836022435845,other,0.15625,0.5
1255488835091402761,other,0.35,0.45
1255488830427353098,other,0.166666666666667,0.333333333333333
1255488826606260227,other,0.0214285714285714,0.608928571428571
1255488826161672200,other,0.0,0.3625
1255488823242489856,other,0.25,0.333333333333333
1255488821287936000,other,0.25,0.333333333333333
1255488820784529412,other,0.2,0.65
1255488814275051523,other,0.35,0.35
1255488813410979840,other,0.15,0.45
1255488812265934849,other,0.35,0.45
1255488811854893065,other,0.3,0.45
1255488811670388737,other,0.3,0.45
1255488808600117252,other,0.1,0.5
1255488808474337281,other,0.25,0.5
1255488794972893184,other,0.35,0.45
1255488781580410882,other,0.0,0.45
1255488781236473856,other,-0.0104444444444445,0.545111111111111
1255488776027156483,other,0.3,0.45
1255488774269788160,other,0.0316666666666667,0.448333333333333
1255488773170900998,other,0.0214285714285714,0.608928571428571
1255488766095081476,other,-0.1,0.4
1255488766061555712,other,-0.0357142857142857,0.571428571428571
1255488765818220545,other,0.0,0.4
1255488761883955201,other,0.214285714285714,0.357142857142857
1255488761003159552,other,0.25,0.5
1255488760592162821,other,0.45,0.35
1255488757928808450,other,-0.05,0.4
1255488745295536128,other,0.266666666666667,0.305555555555556
1255488741386354691,other,0.166666666666667,0.333333333333333
1255488740308516876,other,0.25,0.5
1255488740258197504,other,0.35,0.45
1255488740199485440,other,0.4,0.375
1255488739821981706,other,0.35,0.45
1255488736437186564,other,-0.1,0.4
1255488734620983307,other,0.0,0.5
1255488734587469827,other,0.25,0.5
1255488732523888642,other,0.136363636363636,0.5
1255488729348804615,other,0.2,0.3
1255488728988102662,other,0.25,0.25
1255488727494864901,other,-0.125,0.375
1255488726677012489,other,0.35,0.35
1255488724714078214,other,0.0214285714285714,0.608928571428571
1255488724231688192,other,0.15,0.45
1255488724105932800,other,0.0,0.4
1255488720771387392,other,0.166666666666667,0.255555555555556
1255488719332806660,other,0.25,0.5
1255488719106211840,other,0.136363636363636,0.5
1255488718217109505,other,0.316666666666667,0.561111111111111
1255488717575401477,other,0.158333333333333,0.633333333333333
1255488716606406656,other,-0.1,0.4
1255488711229419520,other,0.175,0.575
