id,name,polarity,subjectivity
1255488845015134209,other,0.227777777777778,0.8
1255488826358878212,other,0.0,1.0
1255488824702119937,other,0.3,0.9
1255488815428505600,other,0.266666666666667,0.933333333333333
1255488811120898049,other,0.266666666666667,0.933333333333333
1255488807849398273,other,0.1,0.8
1255488798286381057,other,0.333333333333333,1.0
1255488796663197696,other,0.1,0.8
1255488790220681216,other,0.2,0.8
1255488788593364996,other,0.233333333333333,0.8
1255488787167281160,other,0.0833333333333333,0.833333333333333
1255488786408124420,other,0.0,1.0
1255488785728618498,other,0.3,0.9
1255488783195275264,other,0.0,1.0
1255488777021243394,other,0.0666666666666667,0.7
1255488775670595589,other,0.266666666666667,0.933333333333333
1255488774383054856,other,-0.15,0.95
1255488774131367938,other,-0.15,0.95
1255488771681849356,other,-0.0333333333333333,0.7
1255488770633355264,other,0.266666666666667,0.933333333333333
1255488768490037248,other,0.266666666666667,0.933333333333333
1255488763544965120,other,0.0,1.0
1255488761523306501,other,0.333333333333333,1.0
1255488757480001536,other,0.266666666666667,0.933333333333333
1255488743240335361,other,0.155555555555556,0.766666666666667
1255488743022215173,other,0.1,0.8
1255488741562560513,other,0.0166666666666667,0.75
1255488734704828419,other,0.1,0.8
1255488730825179143,other,0.0,1.0
1255488727054536705,other,-0.15,0.95
1255488715511783424,other,0.25,0.85
1255488712928100353,other,-0.15,0.95
1255488711216766976,other,0.133333333333333,0.733333333333333
1255488709748838403,other,0.0,1.0
1255488708377272321,other,0.1,0.8
1255488700156444672,other,0.3,0.8
1255488694968090625,other,0.266666666666667,0.933333333333333
1255488693118394374,other,0.1,0.8
1255488690010361857,other,0.0,1.0
1255488688521457664,other,0.0,1.0
1255488686046748673,other,0.1,0.8
1255488685249892366,other,0.0,1.0
1255488685124079616,other,0.0,1.0
1255488683681230848,other,0.0,1.0
1255488683068841987,other,0.1,0.8
1255488681659555842,other,-0.0958333333333333,0.8
1255488676211154948,other,0.266666666666667,0.933333333333333
1255488674579480580,other,-0.15,0.95
1255488663552700416,other,-0.05,0.7
1255488658716659716,other,0.333333333333333,0.833333333333333
1255488656695066624,other,0.225,0.6625
1255488655801679872,other,0.1,0.8
1255488652488081409,other,0.0,1.0
1255488638995050503,other,-0.15,0.95
1255488634066796544,other,0.125,0.666666666666667
1255488629570449408,other,0.25,0.85
1255488629381697537,other,0.266666666666667,0.933333333333333
1255488628731543557,other,-0.15,0.95
1255488624407252995,other,0.1,0.8
1255488617595666436,other,-0.15,0.95
1255488614038933504,other,0.0,1.0
1255488613858660355,other,0.266666666666667,0.933333333333333
1255488609534316545,other,0.0,1.0
1255488603242848259,other,0.155555555555556,0.766666666666667
1255488602248798209,other,0.341666666666667,0.875
